Date,User ID,Item ID_tourist,Item_name,Item_city,Review Text,Travel History,Item Review,Review,Ratings_combined,Item_category_combined,Province,City,Sentiment_Score,Month,YearMonth,User_Segment,Preferred_Province,activity_level,activity_segment,City_Sentiment_Score,Avg_City_Sentiment_Score
16/10/2023,USER-H202,H-15,Anwar Al Madinah Movenpick Hotel,Madinah,"i know this review will not affect your occupancy rate in the slightest as your hotel has an ideal location but im writing in hopes that at the very least there will be some effort on improving your services to the 5 star international standard that it should be

my wife and i stayed at your hotel for a pilgrimage as i assume most of your guests do so we were only fully in the room late at night on the day of our checkin there was an orange stain on my bed sheet but as i was too tired i just slept in it the next day i rang receptionist to inform them about the stain and asked the sheets to be changed because of the stain and your receptionist said they would change everything when we came back to the room the stained sheets was not changed the day after before leaving the room i called again to make sure it was changed and again the receptionist assured me that it would be it wasnt until the day i had to check out my sheets were never changed even though every morning i called and asked for them to be changed i took photos of the bed sheets for every night i spent there utterly disappointing",Madinah,good,no review provided,3.9,Hotels & Accommodations,Al Madinah Al Munawwarah Province,Madinah,0.736,2023-10,2023-10,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.736,0.713027586
12/10/2023,USER-H203,H-15,Anwar Al Madinah Movenpick Hotel,Madinah,great location clean rooms a bit on the smaller size for 4 adults sharing a quad room but if its something you prefer there is a little kitchenette the breakfast was absolutely lovely with a very large variety to choose from we thoroughly enjoyed it the views from the restaurant were a major addition to the experience sorry for lack of pictures of anything else but the views,Madinah,good,no review provided,3.9,Hotels & Accommodations,Al Madinah Al Munawwarah Province,Madinah,0.925,2023-10,2023-10,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.925,0.713027586
26/8/2023,USER-H204,H-15,Anwar Al Madinah Movenpick Hotel,Madinah,"a great place to stay super professional and helpful staff
we opted for the breakfast buffet and it was amazing at zahra restaurant the staff was very welcoming and friendly they serve different dishes everyday and the food is so good id stay here again",Madinah,good,no review provided,3.9,Hotels & Accommodations,Al Madinah Al Munawwarah Province,Madinah,0.9776,2023-08,2023-08,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.9776,0.713027586
26/8/2023,USER-H205,H-15,Anwar Al Madinah Movenpick Hotel,Madinah,"very disappointing dirty rooms with lots of broken fixtures and we didnt even have natural light in our room and the lighting wasnt good either as the room was too dark not worth the money i paid per night as i could have gone somewhere much better for that kind of money

edit i have updated my review as the service and location was very good the staff were friendly and the breakfast was good too i think a little refurb is due at this hotel",Madinah,good,no review provided,3.9,Hotels & Accommodations,Al Madinah Al Munawwarah Province,Madinah,-0.913,2023-08,2023-08,Low Activity,Al Madinah Al Munawwarah Province,1,Low,-0.913,0.713027586
24/8/2023,USER-H206,H-15,Anwar Al Madinah Movenpick Hotel,Madinah,"a lovely hotel with friendly staff who cannot do enough for you
a wide variety for breakfast with something for everyone  the one thing i would say is that i feel a little rushed as you have waiters standing over you ready to grab your plate and take it away just as you are about to finish your meal similarly they hover over you as you are having breakfast as they want you to write a review which is a little annoying
other than this the service is good as is the general cleanliness of the hotel and variety of options at breakfast",Makkah,good,no review provided,3.9,Hotels & Accommodations,Al Madinah Al Munawwarah Province,Madinah,0.8832,2023-08,2023-08,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.8832,0.713027586
22/8/2023,USER-H207,H-15,Anwar Al Madinah Movenpick Hotel,Madinah,the housekeeping team were extremely friendly and polite they cleaned the room to a very high standard any request from us was never a problem and was always carried out with a smile they are truly a fantastic team thank you for helping make our stay in medina a truly memorable experience,Makkah,good,no review provided,3.9,Hotels & Accommodations,Al Madinah Al Munawwarah Province,Madinah,0.9655,2023-08,2023-08,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.9655,0.713027586
14/3/2023,USER-H208,H-15,Anwar Al Madinah Movenpick Hotel,Madinah,"i loved the location and closeness to masjid also the workers are all great and ready to provide service if theres anything wrong the buffet has variety in choices and not long wait we loved it and would stay again
yes room was spacious and great some maintenance issues but quickly resolved by staff",Makkah,good,no review provided,3.9,Hotels & Accommodations,Al Madinah Al Munawwarah Province,Madinah,0.891,2023-03,2023-03,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.891,0.713027586
3/3/2023,USER-H209,H-15,Anwar Al Madinah Movenpick Hotel,Madinah,"its a 5 star hotel so it is a good hotel the only reason im giving only 4 stars is that this hotel did not include breakfast in our reservation package and that was something not done 2 days we were surviving on a cup of coffee only in the morning getting down to search some place for breakfast was not something we were looking forward to since the umrah visit for a limited period of days gets very hectic for senior citizens and others too

im sure the hotel team must have something in mind to skip this breakfast included in the package but certainly they can give it another thought and facilitate the people who are on a pilgrimage visit to saudi arabia",Makkah,good,no review provided,3.9,Hotels & Accommodations,Al Madinah Al Munawwarah Province,Madinah,0.7705,2023-03,2023-03,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.7705,0.713027586
1/7/2022,USER-H210,H-15,Anwar Al Madinah Movenpick Hotel,Madinah,"excellent service staff is very friendly and helpful lot of food variety and good quality food room cleaning staff is super friendly and happy to help every time to approach them special thanks to staff ruben who kept our room tidy and clean
will definitely visit this place in future",Makkah,good,no review provided,3.9,Hotels & Accommodations,Al Madinah Al Munawwarah Province,Madinah,0.989,2022-07,2022-07,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.989,0.713027586
25/2/2024,USER-A104,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,"the rainbow arch in alula is a geological marvel in its own right but witnessing a full moon rise perfectly framed within the arch is a breathtaking experience the mix of natural beauty and celestial alignment creates a sense of awe and wonder

timing is key plan your visit around a full moon and be sure to arrive well in advance of moonrise for the best views and photo opportunities
prepare for the walk the hike to the arch is moderate wear comfortable shoes and bring water",King Fahd Glorious Quran Printing Complex,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.9923,2024-02,2024-02,High Activity,Al Madinah Al Munawwarah Province,7,Medium,0.9923,0.578188889
27/11/2023,USER-A299,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,"really beautiful spot for tourist especially during sunrise and sunset if you are visiting tabuk or alula should plan to go here

its a bit far from main road 5 minutes drive and road it not good so be careful while driving  its a open area and no entry fees",King Fahd Glorious Quran Printing Complex,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.3539,2023-11,2023-11,High Activity,Al Madinah Al Munawwarah Province,7,Medium,0.3539,0.578188889
20/5/2023,USER-A493,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,"hello
the rainbow rock definitely deserves a visit
the road is easily understandable and doable by a city car not 4x4 turn towards the sign of harrat uwayyrid nature reservea and keep following the terrain road until you reach rainbow rock the road is similar to the one of the elephant rock as of may 2023 access is free thank you for reading and enjoy alula ",Wadi Jinn Saudi Arabia,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.9217,2023-05,2023-05,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.9217,0.578188889
30/8/2022,USER-A516,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,could you advise where i can find a local driver to take me to offroad sites such as rainbow rock dancing rocks al gharameel etc thank you,King Fahd Glorious Quran Printing Complex,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.3612,2022-08,2022-08,High Activity,Al Madinah Al Munawwarah Province,6,Medium,0.3612,0.578188889
30/8/2022,USER-A516,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,could you advise where i can find a local driver to take me to offroad sites such as rainbow rock dancing rocks al gharameel etc thank you,Wadi Jinn Saudi Arabia,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.3612,2022-08,2022-08,High Activity,Al Madinah Al Munawwarah Province,6,Medium,0.3612,0.578188889
30/8/2022,USER-A516,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,could you advise where i can find a local driver to take me to offroad sites such as rainbow rock dancing rocks al gharameel etc thank you,Wadi Jinn Saudi Arabia,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.3612,2022-08,2022-08,High Activity,Al Madinah Al Munawwarah Province,6,Medium,0.3612,0.578188889
15/4/2024,USER-A557,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,best place near al ula to visit a wonder of nature pictures do not  justify this arch keep cameras aside and,King Fahd Glorious Quran Printing Complex,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.6369,2024-04,2024-04,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.6369,0.578188889
13/4/2024,USER-A558,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,"amazing place to visit  really worth taking the time out to go and see this huge stone arch

getting to rainbow arch is quite easy  there is no need at all for a 4x4  there is a dark grey stonegravel path that leads you towards a set of rockshill it then turns left and follows the hill all the way around the back side where you will eventually come to a large square parking area next to the arch",King Fahd Glorious Quran Printing Complex,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.8693,2024-04,2024-04,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.8693,0.578188889
28/3/2024,USER-A559,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,look for the sign for harrat uwayyrid nature reserve after about a 2km of gravel road there is a gravel area to park about 100m from the arch no bathrooms no stalls no tickets just a big beautiful rock archway in the sand the rock behind it is easily climbable for good photos,King Fahd Glorious Quran Printing Complex,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.3818,2024-03,2024-03,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.3818,0.578188889
25/11/2023,USER-A560,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,"beautiful and amazing place
also it will be more beautiful during sunrise and sunset

i like to visit on the golden hours",King Fahd Glorious Quran Printing Complex,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.9337,2023-11,2023-11,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.9337,0.578188889
22/11/2023,USER-A561,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,the place is quite nice just need some patience to find due to the unpaved road leading to it must see if youre in al ula ,Wadi Jinn Saudi Arabia,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.4754,2023-11,2023-11,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.4754,0.578188889
17/11/2023,USER-A562,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,fantastic photo spot come in the morning then nobody is there no signs will guide you so go by google maps gravel road but you do not need a 4 wheel drive,Wadi Jinn Saudi Arabia,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.1154,2023-11,2023-11,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.1154,0.578188889
31/5/2023,USER-A563,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,not so long unpavement road leeds there peacefully and quiet place one can enjoy as long as he wish,Wadi Jinn Saudi Arabia,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.8519,2023-05,2023-05,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.8519,0.578188889
5/2/2023,USER-A564,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,a very nice experience  there is a dirty road totake youat the base of the arch even non 4wd cars can reach the site beyond the impressive rainbow arch there are plenty smooth rocky hills around the area,"Wadi Jinn Saudi Arabia, Ushaiqer Heritage Village, بلدة العلا القديمة AlUla Old Town",no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.5563,2023-02,2023-02,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.5563,0.578188889
28/1/2023,USER-A565,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,"you can easily climb the rock on the opposite side to have a better view
there is an easier path to climb from back side shaped carved like stairs so its easy to climb",Wadi Jinn Saudi Arabia,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.9149,2023-01,2023-01,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.9149,0.578188889
8/11/2022,USER-A566,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,a unique rock formation that formed a bridge or arc shapes one must have 4wd to reach the location an additional experience while visitting al ula,Wadi Jinn Saudi Arabia,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.0258,2022-11,2022-11,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.0258,0.578188889
31/10/2022,USER-A567,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,stunning scenery easy 2 get there,Wadi Jinn Saudi Arabia,no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.6705,2022-10,2022-10,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.6705,0.578188889
19/7/2022,USER-A568,A-47,Arch (Rainbow) Rock - Al Ula,Rainbow Rock,"its so amazing 
im from bangladesh ","Masjid e Madhoon (Taif), Wadi Jinn Saudi Arabia",no review provided,no review provided,4.7,Natural Landscapes,Al Madinah Al Munawwarah Province,Al Ula,0.624,2022-07,2022-07,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.624,0.578188889
3/5/2024,USER-A215,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,"enjoyed the musuem it is based on the prophets the english speaking guide was very helpful and patient as we had a fussy baby in the group
my daughter also learnt a lot from here the video visuals were excellent for visual learners

it is directly behind pullman zam zam hotel",No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.8777,2024-05,2024-05,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.8777,0.634606667
9/6/2024,USER-A505,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,"design and architecture of the building is amazing

the building itself is a mini shopping centre with the museum being located underground

the museum itself is nice which well designed rooms and aims to go through the time line of the prophets with a brief story about the main ones tickets for the museum tour can be purchased outside at the front of the museum for 25 sar pp

there are a few rocks etc placed in the museum for you to view as you go through but we didnt really get to see them as guide would just walk to the next room and start the audio or video for the next area and tell us to move even through there were only 3 of us

the information was very little and a lot of prophets storys were missed and skills over

overall the building is stunning and worth visit to look at and walk around the shops will be better once more shops open also other than that i would save your money on the museum tour itself its not worth it",No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.9538,2024-06,2024-06,Low Activity,Al Madinah Al Munawwarah Province,3,Low,0.9538,0.634606667
11/5/2024,USER-A1289,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,interesting museum dedicated to narrating the history of mankind the visitors are guided by an english speaking host through a series of spaces where they are presented with video presentations regarding different topics at the end of the visit theres a gift shop with many options to purchase some local products,No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.8225,2024-05,2024-05,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.8225,0.634606667
1/8/2024,USER-A1463,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,"السلام عليكم 
nous avons par la grâce dallah alhamdulilah visité le musée safiya de médine visite guidée en français  par un jeune étudiant walid
 اللهم بارك quallah le préserve et le récompense par les plus hauts lieux du paradis cétait magnifique toute la famille a beaucoup apprécié et nous le recommandons vivement ce fut un grand rappel  toute la présentation de ce musée est splendide très claire précise et le décor est super 
تبارك الله quallah gratifie tous ceux qui y travaillent et qui ont participé de loin ou de près a ce magnifique projet pour la oumma
جزاكم الله خيرا 
baarakallahou fik walid pour cette belle visite riche en enseignements",No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.7845,2024-08,2024-08,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.7845,0.634606667
21/7/2024,USER-A1464,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,nice building have few restaurants on the 3rd and 4th floor great place to eat and hangout after isya will visit the museum next,No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.7845,2024-07,2024-07,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.7845,0.634606667
17/7/2024,USER-A1465,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,"it was great to explore the museum with lot of information about the islamic history which dedicated to the history of mankind when tour was started with excellent guidance by one of the indian or pakistani man sorry i forgot his name he was too good in explaining in urdu the each and every videos was played inside the different halls in professional manner the tour of the museum i witnessed today was amazing and every presentation of every video was very nice and informative

thank you for being the best guid and will visit again

worth it to visit the museum",No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.9839,2024-07,2024-07,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.9839,0.634606667
8/7/2024,USER-A1466,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,best show experiences near nabawi mosque showing journey of prophets of allah ﷻ  that teaching us tawheed just allah ﷻ only true god to pray and worship you must visit this place with your family or your friends,No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.9403,2024-07,2024-07,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.9403,0.634606667
20/6/2024,USER-A1467,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,"i visited the museum this evening
with my family and the tour was more than expected we enjoyed our evening
and the staff were more than professional they showed us and guided us until
the end of our tour
and the gift shop was absolutely amazing
i recommend anyone visiting al madinah
to visit this amazing museum",No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.9529,2024-06,2024-06,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.9529,0.634606667
26/4/2024,USER-A1468,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,"beautiful museum huge screens back side of hotel zamzam closeby to al haram
alsafiyyah museum  park are constructed on an area spreading over 4400 square meters in the southern central area of haram the museum and park will have three main components a public garden cultural museum waterways in addition to commercial facilities including souvenir shops restaurants and cafes",No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.7351,2024-04,2024-04,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.7351,0.634606667
22/4/2024,USER-A1469,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,"this unique cultural attraction is located near the prophets mosque masjidenabvi sallallahoalaihewasallam and features a distinctive architectural conception
al safiyyah museum and park  covers an area of 4400 square meters and is divided into several sections including a museum showcasing the story of creation
the project aims to enhance the cultural experience of hajj and umrah pilgrims in line with the goals of saudi vision 2030 to promote the heritage of madinah and restore islamic sites boosting religious tourism to the holy cities",No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.9062,2024-04,2024-04,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.9062,0.634606667
20/4/2024,USER-A1470,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,"scam
did you really call this place museums 
no a single real time articles or any historical items available to view just projector videos like on youtube total waste of money and time
and whats the meaning of asking which language did you prefer if you have to play these so projected videos only in arabic totally disappointing",No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,-0.807,2024-04,2024-04,Low Activity,Al Madinah Al Munawwarah Province,1,Low,-0.807,0.634606667
24/3/2024,USER-A1471,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,no review,No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,-0.296,2024-03,2024-03,Low Activity,Al Madinah Al Munawwarah Province,1,Low,-0.296,0.634606667
23/3/2024,USER-A1472,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,extraordiary design the site  open to public it will be one of the atractive attraction at almadinah almunawarah located south of almasjed alnabawi,No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.4588,2024-03,2024-03,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.4588,0.634606667
19/3/2024,USER-A1473,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,mashallah beautiful place,No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.5994,2024-03,2024-03,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.5994,0.634606667
13/3/2024,USER-A1474,A-118,As Safiyyah Museum and Park - Madinah,AS SAFIYYAH MUSEUM & PARK,a beautiful and wonderful experience,No History,no review provided,no review provided,4.4,Cultural & Heritage Sites,Al Madinah Al Munawwarah Province,Madinah,0.8225,2024-03,2024-03,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.8225,0.634606667
2/6/2024,USER-A1529,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,"i visited the asfan fortress in saudi arabia and had a great time exploring it the climb up the fortress was enjoyable and the views from the top were really nice

asfan fortress also known as qalat asfan has a lot of history its an old structure that was used for defense and as a lookout point the fortress is built with strong stone walls and towers showing its importance in protecting the area

the view from the top gives you a good look at the surrounding landscape showing why this spot was chosen for a fortress you can see how it would have been a key location for watching over the region

although a small area exploring the different parts of the fortress was interesting and it was easy to imagine what life might have been like there in the past the combination of history and the great views makes asfan fortress a worthwhile place to visit",No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.9877,2024-06,2024-06,Low Activity,Makkah Al Mukarramah Province,1,Low,0.9877,0.45048
9/4/2024,USER-A1530,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,"it was a nice place you can access this place in 1 hour from jeddah and on the way to moon valley
you can park the vehicle just beside the location",No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.4215,2024-04,2024-04,Low Activity,Makkah Al Mukarramah Province,1,Low,0.4215,0.45048
7/4/2024,USER-A1531,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,amazing place worth to visit,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.6908,2024-04,2024-04,Low Activity,Makkah Al Mukarramah Province,1,Low,0.6908,0.45048
2/3/2024,USER-A1532,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,nice place need to give much time to explore,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.4215,2024-03,2024-03,Low Activity,Makkah Al Mukarramah Province,1,Low,0.4215,0.45048
15/12/2023,USER-A1533,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,nice place to visit,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.4215,2023-12,2023-12,Low Activity,Makkah Al Mukarramah Province,1,Low,0.4215,0.45048
31/3/2023,USER-A1534,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,historical castle worth a visit,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.2263,2023-03,2023-03,Low Activity,Makkah Al Mukarramah Province,1,Low,0.2263,0.45048
4/3/2023,USER-A1535,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,cool view and worth a visit,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.4939,2023-03,2023-03,Low Activity,Makkah Al Mukarramah Province,1,Low,0.4939,0.45048
18/11/2022,USER-A1536,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,not worth visiting surrounded with busy highways,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,-0.1695,2022-11,2022-11,Low Activity,Makkah Al Mukarramah Province,1,Low,-0.1695,0.45048
10/10/2022,USER-A1537,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,the fortress is nice but when i was there it was closed so you can not go inside or maybe you should go there during special hours,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.6652,2022-10,2022-10,Low Activity,Makkah Al Mukarramah Province,1,Low,0.6652,0.45048
10/1/2022,USER-A1538,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,an 18th century old fortress on top of a hill which gives you a good overlooking view of places nearby as usual rubbish left behind by some who visits the place are just everywhere,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.5719,2022-01,2022-01,Low Activity,Makkah Al Mukarramah Province,2,Low,0.5719,0.45048
11/12/2021,USER-A1538,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,an 18th century old fortress on top of a hill which gives you a good overlooking view of places nearby as usual rubbish left behind by some who visits the place are just everywhere,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.5719,2021-12,2021-12,Low Activity,Makkah Al Mukarramah Province,2,Low,0.5719,0.45048
7/12/2021,USER-A1539,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,really cool ottoman fortress thats mainly intact it would have been better if there was some description of what the fort was used or anything about its history the lack of historical data made it a bit underwhelming,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.6115,2021-12,2021-12,Low Activity,Makkah Al Mukarramah Province,1,Low,0.6115,0.45048
4/8/2021,USER-A1540,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,this is a small fortress but a must visit place almost 1 hour driver from center of jeddah,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.0,2021-08,2021-08,Low Activity,Makkah Al Mukarramah Province,1,Low,0.0,0.45048
1/7/2021,USER-A1541,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,nice view to take some snaps,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.4215,2021-07,2021-07,Low Activity,Makkah Al Mukarramah Province,1,Low,0.4215,0.45048
25/6/2021,USER-A1542,A-123,Asfan Fortress - Makkah Province,Asfan fortress Saudi Arabia,nice place,No History,no review provided,no review provided,4.3,Historical Sites,Makkah Al Mukarramah Province,Asfan,0.4215,2021-06,2021-06,Low Activity,Makkah Al Mukarramah Province,1,Low,0.4215,0.45048
22/6/2024,USER-A1243,A-100,Ash Shafa View Point - Taif,Breezes Cafe,wonderful,Jeddah Yacht Club & Marina,no review provided,no review provided,4.5,Natural Landscapes,Makkah Al Mukarramah Province,Taif,0.5719,2024-06,2024-06,Low Activity,Makkah Al Mukarramah Province,1,Low,0.5719,0.7428
11/10/2023,USER-A1244,A-100,Ash Shafa View Point - Taif,Breezes Cafe,"mesmerising view of sunset
i would suggest to keep phones and cameras aside and stay calm and enjoy the pleasant sunset",Jeddah Yacht Club & Marina,no review provided,no review provided,4.5,Natural Landscapes,Makkah Al Mukarramah Province,Taif,0.8316,2023-10,2023-10,Low Activity,Makkah Al Mukarramah Province,1,Low,0.8316,0.7428
